236|Heart of Wolverine|dru|18|Oak Sage|20|1|1|8||0|0|0|0|0|0|0|0|0|0|0|0||2|8|Summon a spirit pet that adds to the damage and attack rating of you and your party.
237|Summon Dire Wolf|dru|18|Oak Sage|20|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0|Summon Spirit Wolf:25;Summon Spirit Wolf:10;Summon Grizzly:10|5|8|Summon a wolf that becomes enraged, eating corpses to increase damage it does to enemies.
238|Rabies|dru|18|Feral Rage|10|0|1|8|pois|6|4|5|7|11|16|14|4|5|7|11|16|Poison Creeper:20|20|3|When in werewolf form, bite your enemies to inflict them with a disease that spreads to other monsters.
239|Fire Claws|dru|18|Feral Rage|4|0|1|8|fire|32|16|24|32|40|48|48|17|25|33|41|49|Firestorm:22;Molten Boulder:22|22|8|When in werewolf or werebear form, maul your enemies with a fiery claw attack.
240|Twister|dru|18|Cyclone Armor|7|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0|Tornado:10;Hurricane:10;Arctic Blast:20|10|7|Release several small whirlwinds that cut a path through your enemies.
241|Solar Creeper|dru|24|Solar Creeper|14|1|1|8||0|0|0|0|0|0|0|0|0|0|0|0||0|8|Summon a vine that eats corpses and replenishes your mana.
242|Hunger|dru|24|Fire Claws|3|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0||0|8|When in werewolf or werebear form, bite your enemies to gain life and mana.
243|Shock Wave|dru|24|Maul|7|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0|Maul: Skill:10|10|8|With a tremendous roar, the Druid shakes the earth, stunning any enemies in the surrounding area with the resultant tremor.
244|Volcano|dru|24|Fissure|25|0|1|8|fire|8|2|4|6|8|11|10|2|4|6|8|13|Fissure:12;Armageddon:12|12|8|Summon forth a volcano to rain death and destruction over your enemies.
245|Tornado|dru|24|Twister|10|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0|Cyclone Armor:9;Twister:9;Hurricane:9|9|8|Create a funnel of wind and debris to blast your enemies.
246|Spirit of Barbs|dru|30|Heart of Wolverine|25|1|1|8||0|0|0|0|0|0|0|0|0|0|0|0||2|8|Summon a spirit pet that reflects damage taken by you and your party back at your enemies.
247|Summon Grizzly|dru|30|Summon Dire Wolf|40|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0|Summon Spirit Wolf:25;Summon Spirit Wolf:10;Summon Dire Wolf:15|5|8|Summon a ferocious grizzly bear.
248|Fury|dru|30|Rabies|4|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0||0|8|When in werewolf form, attack either multiple adjacent targets or one target multiple times.
249|Armageddon|dru|30|Volcano|35|0|1|8|fire|25|15|20|25|31|38|75|16|22|27|34|40|Molten Boulder:14;Firestorm:14|14|8|Create a meteor shower to rain fiery destruction on nearby enemies.
250|Hurricane|dru|30|Tornado|30|0|1|8|cold|25|7|10|12|14|16|50|7|10|12|14|16|Twister:9;Tornado:9|9|8|Create a massive storm of wind and debris to pound your enemies to bits.
251|Fire Blast|ass|1||24|1|1|5|fire|6|3|8|20|38|58|8|5|11|24|44|66|Wake of Inferno:11;Shock Web:11;Charged Bolt Sentry:11;Wake of Fire:11;Lightning Sentry:11|11|7|Throw a fire bomb to blast your enemies to bits.
252|Claw Mastery|ass|1||0|0|0|8||0|0|0|0|0|0|0|0|0|0|0|0||0|8|Passive - Improves your skill with claw-class weapons.
253|Psychic Hammer|ass|1||16|1|1|6|mag|2|2|3|4|5|6|6|3|4|5|6|7||0|7|Use the power of your mind to create a psychic blast to crush and knock back your enemies.
254|Tiger Strike|ass|1||1|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0||0|8|Charge-up Skill.
255|Dragon Talon|ass|1||6|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0||1|8|Finishing Move.
256|Shock Web|ass|6|Fire Trauma|6|0|1|8|ltng|2|0|0|0|0|0|20|6|12|20|30|42|Charged Bolt Sentry:17;Lightning Sentry:17|17|7|Throw a web of lightning to shock your enemies.
257|Blade Sentinel|ass|6||7|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0|Blade Fury:10;Blade Shield:10|10|8|Set a spinning blade to patrol between you and the target point.
258|Burst of Speed|ass|6|Claw Mastery|10|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0||0|8|Increases Attack And Movement Speed For A Period Of Time
259|Fists of Fire|ass|6||2|0|1|8|fire|6|5|10|20|30|40|10|5|11|22|33|44|Phoenix Strike:12|12|8|Charge-up Skill.
260|Dragon Claw|ass|6|Dragon Talon|2|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0|Claw Mastery:4|1|8|Finishing Move.
261|Charged Bolt Sentry|ass|12|Shock Field|13|0|1|8|ltng|2|0|0|0|0|0|14|6|8|12|14|16|Fire Blast:9;Lightning Sentry:9;Death Sentry:6|9|7|A trap that emits charged bolts at enemies that pass near.
262|Wake of Fire|ass|12|Fire Trauma|13|0|1|8|fire|5|2|3|5|7|9|10|2|3|6|8|10|Fire Blast:10;Wake of Inferno:10|10|8|A trap that emits waves of fire.
263|Weapon Block|ass|12|Claw Mastery|0|0|0|8||0|0|0|0|0|0|0|0|0|0|0|0||0|8|Passive - Chance to block when you are using dual claw-class weapons.
264|Cloak of Shadows|ass|12|Psychic Hammer|13|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0||3|8|Cast a shadow to blind nearby enemies lowering their defenses for a period of time.
265|Cobra Strike|ass|12|Tiger Strike|2|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0||0|8|Charge-up Skill.
266|Blade Fury|ass|18|Blade Sentinel|8|1|0|5||0|0|0|0|0|0|0|0|0|0|0|0|Blade Sentinel:10;Blade Shield:10|10|8|Throw spinning blades to slice up your enemies.
267|Fade|ass|18|Quickness|10|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0||1|8|Raise all resistances and resist curses for a period of time.
268|Shadow Warrior|ass|18|Cloak of Shadows|54|1|1|7||0|0|0|0|0|0|0|0|0|0|0|0||0|8|Summon a shadow of yourself that mimics your skills and fights by your side.
269|Claws of Thunder|ass|18|Fists of Fire|4|0|1|8|ltng|1|0|0|0|0|0|80|20|40|60|80|100|Phoenix Strike:8|8|8|Charge-up Skill.
270|Dragon Tail|ass|18|Dragon Claw|10|0|1|8|fire|0|0|0|0|0|0|0|0|0|0|0|0||1|8|Finishing Move.
271|Lightning Sentry|ass|24|Charged Bolt Sentry|20|0|1|8|ltng|1|0|0|0|0|0|20|10|16|24|34|44|Shock Field:18;Charged Bolt Sentry:18|18|8|A trap that shoots lightning to scorch passing enemies.
272|Wake of Inferno|ass|24|Wake of Fire Sentry|20|0|1|8|fire|20|17|21|26|32|39|50|19|23|28|34|41|Fire Trauma:18;Wake of Fire Sentry:18|18|4|Trap that sprays fire at passing enemies.
273|Mind Blast|ass|24|Cloak of Shadows|15|0|1|8|stun|0|0|0|0|0|0|0|0|0|0|0|0||0|8|Using the power of your mind stun a group of enemies and convert the feeble-minded.
274|Blades of Ice|ass|24|Claws of Thunder|3|0|1|8|cold|15|8|10|20|30|40|35|8|10|22|32|42|Phoenix Strike:8|8|8|Charge-up Skill.
275|Dragon Flight|ass|24|Dragon Tail|15|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0||1|8|Finishing Move.
276|Death Sentry|ass|30|Lightning Sentry|20|0|1|8|ltng|1|0|0|0|0|0|50|8|14|22|28|34|Lightning Sentry:12|12|8|Trap that shoots lightning at your enemies or explodes nearby corpses laying waste to more enemies.
277|Blade Shield|ass|30|Blade Fury|27|2|1|8||0|0|0|0|0|0|0|0|0|0|0|0|Blade Sentinel:10;Blade Fury:10|10|8|Spinning blades slice enemies who stray too close.
278|Venom|ass|30|Fade|12|0|1|8|pois|24|6|8|10|12|14|32|6|8|10|12|14||0|6|Add poison damage to your weapons.
279|Shadow Master|ass|30|Shadow Warrior|70|1|1|7||0|0|0|0|0|0|0|0|0|0|0|0||0|8|Summon a powerful shadow of yourself to fight by your side.
280|Phoenix Strike|ass|30|Cobra Strike|4|0|1|8||0|0|0|0|0|0|0|0|0|0|0|0|Fists of Fire:10;Fists of Fire:6;Claws of Thunder:13;Blades of Ice:10|0|8|Charge-up Skill.
