Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
vampire5	135	vampire1	vampire6	4	Banished	vampire5		vampire	Vampire	steals life	VA	1	1												1	1		9	9	1	12	43	73	vampire	vampire	11	11	11	10				85	85	85	40	70	80	28	28	28	25	37	51	1	1	1																			1							1			1			1	1		1							VampireFireball	SC	1	VampireFirewall	SC	1	VampireMeteor	SC	1	VampireMissile	SC	1													70	60	53	-35	-28	-18	50	0	33	25	150	50	50	0	33	25	150	50	50	0	33	25	150	50	3				15	15	15	10	350	460	170	220	110	200	190	0	0	0	0	0	0	330	430	200	300	90	160	240	0	0	0	0	0	0	330	430	200	300	90	160	240	0	0	0	0	0	0	A1	cold	60	110	150	40	60	90	160	50	60	90	160	80				0	0			0	0			0	0																Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
batdemon1	136	batdemon1	batdemon2	0	DesertWing	batdemon1		batdemon	BatDemon	shocking hit	BT	1													2	5		13	13	1	15	44	79	batdemon	batdemon	10	15	14	13	60	60	60	33	33	33	20	20	20	60	65	70	50	55	60	8	8	8																			1	1								1				1	1																																	70	60	53	-35	-28	-23	15	25	100	0	0	0	15	25	100	0	0	0	15	25	100	0	0	0	2				15	15	15	10	130	340	170	160	130	170	190	110	170	390	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	A2	ltng	70	130	170	0	70	10	260	0	70	10	340	0				0	0			0	0			0	0																Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A						1	1	0
batdemon2	137	batdemon1	batdemon3	1	Fiend	batdemon2		batdemon	BatDemon	shocking hit	BT	1													3	5		14	14	1	19	50	79	batdemon	batdemon	10	15	14	13	60	60	60	33	33	33	20	20	20	65	70	75	50	56	62	8	8	8																			1	1								1				1	1																																	70	60	53	-35	-28	-23	15	25	0	110	0	0	15	25	0	110	0	0	15	25	0	110	0	0	2				20	20	20	10	130	340	170	160	120	160	190	120	160	330	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	A2	ltng	70	120	160	0	70	10	260	0	70	10	340	0				0	0			0	0			0	0																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A						1	1	0
batdemon3	138	batdemon1	batdemon4	2	Gloombat	batdemon3		batdemon	BatDemon	shocking hit	BT	1													3	5		16	16	1	22	51	81	batdemon	batdemon	10	15	14	13	60	60	60	33	33	33	20	20	20	70	75	80	50	57	64	8	8	8																			1	1								1				1	1																																	70	60	53	-35	-28	-23	15	25	0	0	100	0	15	25	0	0	100	0	15	25	0	0	100	0	2				20	20	20	10	130	340	170	160	130	170	190	140	200	310	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	A2	ltng	80	120	170	0	80	10	260	0	80	10	340	0				0	0			0	0			0	0																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A						1	1	0
batdemon4	139	batdemon1	batdemon5	3	BloodDiver	batdemon4		batdemon	BatDemon	shocking hit	BT	1													3	6		17	17	1	24	54	85	batdemon	batdemon	10	15	14	13	60	60	60	33	33	33	20	20	20	75	80	85	50	58	66	8	8	8																			1	1								1				1	1																																	70	60	53	-35	-28	-23	15	25	105	0	0	0	15	25	105	0	0	0	15	25	105	0	0	0	2				25	25	25	10	130	340	170	160	120	160	180	150	220	310	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	A2	ltng	80	120	160	0	80	10	260	0	80	10	340	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B						1	1	0
batdemon5	140	batdemon1	batdemon6	4	DarkFamiliar	batdemon5		batdemon	BatDemon	shocking hit	BT	1													4	6		20	20	1	27	57	84	batdemon	batdemon	10	15	14	13	60	60	60	33	33	33	20	20	20	80	85	90	50	59	68	8	8	8																			1	1								1				1	1																																	70	60	53	-35	-28	-23	15	25	0	120	0	0	15	25	0	120	0	0	15	25	0	120	0	0	2				25	25	25	10	130	340	170	180	130	170	190	180	260	290	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	170	250	220	160	110	120	200	130	180	400	0	0	0	A2	ltng	90	120	170	0	90	10	260	0	90	10	340	0				0	0			0	0			0	0																Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C						1	1	0
fetish1	141	fetish1	fetish2	0	RatMan	fetish1		fetish	Fetish		FE	1							fetish1		1	1	1	1	1	1		11	11	1	10	42	72	fetish	fetish	10	11	11	10				100	100	100	0	0	0	4	4	4	33	33	33																						1	1							1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	0	0	100	33	33	50	0	0	100	33	33	50	0	0	100	33	33	50	2				10	10	10	10	170	260	170	160	130	190	180	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fetish2	142	fetish1	fetish3	1	Fetish	fetish2		fetish	Fetish		FE	1							fetish2		1	1	2	4	2	4		13	13	1	21	49	79	fetish	fetish	10	11	11	10				100	100	100	0	0	0	4	4	4	33	33	33																						1	1							1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	0	0	33	100	33	50	0	0	33	100	33	50	0	0	33	100	33	50	2				20	20	20	10	170	250	170	160	130	170	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
fetish3	143	fetish1	fetish4	2	Flayer	fetish3		fetish	Fetish		FE	1							fetish3		1	1	2	5	2	5		14	14	1	22	50	80	fetish	fetish	10	11	11	10				100	100	100	0	0	0	4	4	4	33	33	33																						1	1							1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	0	0	33	33	100	50	0	0	33	33	100	50	0	0	33	33	100	50	2				20	20	20	10	170	250	170	160	130	180	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
fetish4	144	fetish1	fetish5	3	SoulKiller	fetish4		fetish	Fetish		FE	1							fetish4		1	1	3	5	3	5		16	16	1	23	51	81	fetish	fetish	10	11	11	10				100	100	100	0	0	0	4	4	4	33	33	33																						1	1							1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	0	0	33	110	33	50	0	0	33	110	33	50	0	0	33	110	33	50	2				25	25	25	10	170	250	170	160	130	180	180	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetish5	145	fetish1	fetish6	4	StygianDoll	fetish5		fetish	Fetish		FE	1							fetish5		1	1	3	6	3	6		17	17	1	24	54	83	fetish	fetish	10	11	11	10				100	100	100	0	0	0	4	4	4	33	33	33																						1	1							1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						70	70	70	-35	-28	-23	0	0	100	33	33	50	0	0	100	33	33	50	0	0	100	33	33	50	2				25	25	25	10	170	250	170	160	130	170	180	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0	140	190	250	150	100	150	190	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
cain1	146	cain1		0	DeckardCain	cain1		human	NpcOutOfTown		DC	1													1	1		2	2	0				mednpc	mednpc		11	11	11																																				1	1	1	1	1		1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
gheed	147	gheed		0	Gheed	gheed		human	Npc		GH	1													1	1		4	4	0				mednpc	mednpc		11	11	11																																				1	1	1	1	1	1	1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
akara	148	akara		0	Akara	akara		human	Npc		PS	1													1	1		1	1	0				lightnpc	lightnpc		11	11	11																																				1	1	1	1	1	1	1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
chicken	149	chicken		0	dummy	chicken			Idle		CK	1													4	5		2	2	0				chicken	chicken		11	11	11																																					1	1				1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
kashya	150	kashya		0	Kashya	kashya		human	Npc		RC	1													1	1		3	3	0				mednpc	mednpc		11	11	11																																				1	1	1	1	1		1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
rat	151	rat		0	dummy	rat			Idle		RT	1													5	6		5	5	0				rat	rat		11	11	11																																				1	1	1				1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
rogue1	152	rogue1		0	Dummy	rogue1		human	Idle		RG	1													1	1		8	8	0				act1hire	act1hire	10	11	11	11																												rogue1								1	1	1	1			1								1	1																																	70	70	70	-35	-35	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				75	75	75	10	320	610	170	0	0	0	0	0	0	0	0	0	0	390	450	300	0	0	0	0	0	0	0	0	0	0	390	450	300	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
hellmeteor	153	hellmeteor		0	Dummy	hellmeteor			HellMeteor		K9	1													1	1		0	0	0	0	33	66				11	11	11				50	60	70	0	0	0	10	10	10																									1													1				1						HellMeteor	A1	1																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
charsi	154	charsi		0	Charsi	charsi		human	Npc		CI	1													1	1		4	4	0				charsi	charsi		11	11	11																																				1	1	1	1	1	1	1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
warriv1	155	warriv1		0	Warriv	warriv1		human	Npc		WA	1													1	1		3	3	0				mednpc	mednpc		11	11	11																																				1	1	1	1	1	1	1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
andariel	156	andariel	uberandariel	0	Andariel	andariel		demon	Andariel		AN	1													1	1		8	8	0	12	49	75	andariel	andariel	14	8	6	5				30	35	35	0	0	0	30	32	34	50	55	60																						1								1		1	1	1	1										AndrialSpray	seq_andarielspray	1	AndyPoisonBolt	A1	1																			50	33	17	-18	-11	0	66	0	-50	66	66	66	66	0	-50	66	66	66	66	0	-50	66	66	66	1			1	0	20	40	10	10330	10330	170	0	280	700	310	0	0	0	0	0	0	10300	10300	220	0	520	620	400	0	0	0	0	0	0	4820	4820	220	0	520	620	940	0	0	0	0	0	0	A1	pois	100	200	200	20	100	200	200	20	100	200	200	110				0	0			0	0			0	0																Andariel	Andariel	Andariel	Andarielq	Andariel (N)	Andariel (N)	Andariel (N)	Andarielq (N)	Andariel (H)	Andariel (H)	Andariel (H)	Andarielq (H)	6	1					0
bird1	157	bird1		0	dummy	bird1			Idle		BS	1													1	1		7	7	1							11	11	11																																				1	1	1				1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
bird2	158	bird2		0	dummy	bird2			Idle		BL	1													1	1		4	4	1							11	11	11																																				1	1	1				1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
bat	159	bat		0	dummy	bat			Idle		B9	1													2	5		7	7	1				bat	bat		11	11	11																																				1	1	1				1								1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																																		0
cr_archer1	160	cr_archer1	cr_archer2	0	DarkRanger	cr_archer1		corruptrogue	CorruptArcher		CR	1	1												2	4		4	4	1	4	37	68	cr_archer	cr_archer	10	11	11	10				20	20	20	70	85	88	0	0	0	20	30	40	20	20	20							12	12	12	cr_arrow1									1								1		1			1	1																																	70	70	70	-35	-28	-23	15	0	25	100	25	25	15	0	25	100	25	25	15	0	25	100	25	25	2				15	15	15	10	220	300	170	180	120	160	510	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 1 Miss A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Miss A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Miss A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
cr_archer2	161	cr_archer1	cr_archer3	1	VileArcher	cr_archer2		corruptrogue	CorruptArcher		CR	1	1												2	5		5	6	1	5	38	69	cr_archer	cr_archer	10	11	11	10				20	20	20	75	88	91	0	0	0	25	35	45	20	20	20							12	12	12	cr_arrow2									1								1		1			1	1																																	70	70	70	-35	-28	-23	15	0	110	25	25	25	15	0	110	25	25	25	15	0	110	25	25	25	2				15	15	15	10	230	300	170	180	120	160	510	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0	A1	pois	0	0	0	0	10	60	60	50	20	80	80	50				0	0			0	0			0	0																Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_archer3	162	cr_archer1	cr_archer4	2	DarkArcher	cr_archer3		corruptrogue	CorruptArcher		CR	1	1												3	5		5	8	1	7	39	83	cr_archer	cr_archer	10	11	11	10				20	20	20	80	91	94	0	0	0	30	40	50	20	20	20							12	12	12	cr_arrow3									1								1		1			1	1																																	70	70	70	-35	-28	-23	15	0	25	110	25	25	15	0	25	110	25	25	15	0	25	110	25	25	2				20	20	20	10	230	310	170	180	120	160	510	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0	A1	cold	0	0	0	0	10	80	100	150	20	80	100	180				0	0			0	0			0	0																Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_archer4	163	cr_archer1	cr_archer5	3	BlackArcher	cr_archer4		corruptrogue	CorruptArcher		CR	1	1												3	6		6	9	1	10	41	72	cr_archer	cr_archer	10	11	11	10				20	20	20	80	94	97	0	0	0	35	45	55	20	20	20							12	12	12	cr_arrow4									1								1		1			1	1																																	70	70	70	-35	-28	-23	15	0	25	115	25	25	15	0	25	115	25	25	15	0	25	115	25	25	2				30	30	30	10	230	320	170	180	120	160	510	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0	A1	ltng	0	0	0	0	10	10	180	0	20	10	210	0				0	0			0	0			0	0																Act 1 Miss C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Miss C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Miss C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
cr_archer5	164	cr_archer1	cr_archer6	4	FleshArcher	cr_archer5		corruptrogue	CorruptArcher		CR	1	1												4	6		7	10	1	24	54	85	cr_archer	cr_archer	10	11	11	10				20	20	20	85	97	99	0	0	0	40	50	60	20	20	20							12	12	12	cr_arrow5									1								1		1			1	1																																	70	70	70	-35	-28	-23	15	0	25	25	130	25	15	0	25	25	130	25	15	0	25	25	130	25	2				45	45	45	10	230	310	170	180	120	160	500	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0	140	220	180	200	100	140	300	0	0	0	0	0	0	A1	fire	0	0	0	0	10	90	120	0	20	100	130	0				0	0			0	0			0	0																Act 3 Miss B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Miss B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Miss B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
cr_lancer1	165	cr_lancer1	cr_lancer2	0	DarkSpearwoman	cr_lancer1		corruptrogue	CorruptLancer		CR	1													2	4		8	8	1	2	36	67	cr_lancer	cr_lancer	10	11	11	10				100	100	100	75	80	85	0	0	0	0	40	55	15	12	10																			1	1							1		1			1	1																																	70	70	70	-35	-28	-23	45	0	25	100	25	25	45	0	25	100	25	25	45	0	25	100	25	25	2				5	5	5	10	210	300	170	180	130	210	200	0	0	0	0	0	0	190	260	190	170	110	190	280	0	0	0	0	0	0	190	260	190	170	110	190	280	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0			0	0																Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
cr_lancer2	166	cr_lancer1	cr_lancer3	1	VileLancer	cr_lancer2		corruptrogue	CorruptLancer		CR	1													2	5		10	11	1	5	38	68	cr_lancer	cr_lancer	10	11	11	10				100	100	100	80	85	90	0	0	0	0	45	60	15	12	10																			1	1							1		1			1	1																																	70	70	70	-35	-28	-23	45	0	110	25	25	25	45	0	110	25	25	25	45	0	110	25	25	25	2				5	5	5	10	210	290	170	180	140	240	180	0	0	0	0	0	0	190	260	190	170	110	190	280	0	0	0	0	0	0	190	260	190	170	110	190	280	0	0	0	0	0	0	A1	pois	0	0	0	0	10	80	80	50	20	100	100	50				0	0			0	0			0	0																Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_lancer3	167	cr_lancer1	cr_lancer4	2	DarkLancer	cr_lancer3		corruptrogue	CorruptLancer		CR	1													3	5		10	14	1	8	39	69	cr_lancer	cr_lancer	10	11	11	10				100	100	100	85	90	95	0	0	0	0	50	65	15	12	10																			1	1							1		1			1	1																																	70	70	70	-35	-28	-23	45	0	25	110	25	25	45	0	25	110	25	25	45	0	25	110	25	25	2				10	10	10	10	220	310	170	180	130	240	190	0	0	0	0	0	0	190	260	190	170	110	190	280	0	0	0	0	0	0	190	260	190	170	110	190	280	0	0	0	0	0	0	A1	cold	0	0	0	0	10	100	130	180	20	100	130	180				0	0			0	0			0	0																Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
